#Organism/Name,Kingdom,Group,SubGroup,Size (Mb),Chrs,Organelles,Plasmids,BioProjects
Pyrococcus abyssi,Archaea,Euryarchaeota,Thermococci,1.76856,1,-,1,1
Pyrococcus abyssi virus 1,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.018098,1,-,-,1
Pyrococcus furiosus,Archaea,Euryarchaeota,Thermococci,1.90983,1,-,-,2
Pyrococcus horikoshii,Archaea,Euryarchaeota,Thermococci,1.7385,1,-,-,1
Pyrococcus yayanosii,Archaea,Euryarchaeota,Thermococci,1.71682,1,-,-,1
Pyrolobus fumarii,Archaea,Crenarchaeota,Thermoprotei,1.84327,1,-,-,1
Pyronema omphalodes,Eukaryota,Fungi,Ascomycetes,50.0261,-,-,-,1
Pyrus x bretschneideri,Eukaryota,Plants,Land Plants,508.551,-,-,-,1
Pythium aphanidermatum,Eukaryota,Protists,Other Protists,35.8768,-,-,-,1
Pythium arrhenomanes,Eukaryota,Protists,Other Protists,44.6726,-,-,-,1
Pythium insidiosum,Eukaryota,Protists,Other Protists,53.239,-,1,-,2
Pythium irregulare,Eukaryota,Protists,Other Protists,42.9681,-,-,-,1
Pythium iwayamai,Eukaryota,Protists,Other Protists,43.1992,-,-,-,1
Pythium ultimum,Eukaryota,Protists,Other Protists,44.9135,-,1,-,2
Python bivittatus,Eukaryota,Animals,Reptiles,1435.05,-,1,-,1
Quail picornavirus QPV1/HUN/2010,Viruses,ssRNA viruses,Picornaviridae,0.008159,1,-,-,1
Quang Binh virus,Viruses,ssRNA viruses,Flaviviridae,0.010865,1,-,-,1
RD114 retrovirus,Viruses,Retro-transcribing viruses,Retroviridae,0.008406,1,-,-,1
Rabbit astrovirus TN/2208/2010,Viruses,ssRNA viruses,Astroviridae,0.007353,1,-,-,1
Rabbit calicivirus Australia 1 MIC-07,Viruses,ssRNA viruses,Caliciviridae,0.007422,1,-,-,1
Rabbit coronavirus HKU14,Viruses,ssRNA viruses,Coronaviridae,0.0311,1,-,-,1
Rabbit fibroma virus,Viruses,"dsDNA viruses, no RNA stage",Poxviridae,0.159857,1,-,-,1
Rabbit hemorrhagic disease virus,Viruses,ssRNA viruses,Caliciviridae,0.007437,1,-,-,1
Rabbit vesivirus,Viruses,ssRNA viruses,Caliciviridae,0.00838,1,-,-,1
Rabies virus,Viruses,ssRNA viruses,Rhabdoviridae,0.011932,1,-,-,1
Rabovirus A,Viruses,ssRNA viruses,Picornaviridae,0.007853,1,-,-,1
Raccoon dog amdovirus,Viruses,ssDNA viruses,Parvoviridae,0.004928,1,-,-,1
Raccoon polyomavirus,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.005016,1,-,-,1
Raccoonpox virus,Viruses,"dsDNA viruses, no RNA stage",Poxviridae,0.214699,1,-,-,1
Radish leaf curl betasatellite,Viruses,Satellites,unclassified,0.001358,1,-,-,1
Radish leaf curl virus,Viruses,ssDNA viruses,Geminiviridae,0.002756,1,-,-,1
Radish mosaic virus,Viruses,ssRNA viruses,Secoviridae,0.010084,2,-,-,1
Rahnella,Bacteria,Proteobacteria,Gammaproteobacteria,5.61425,1,-,2,2
Rahnella aquatilis,Bacteria,Proteobacteria,Gammaproteobacteria,5.6568,1,-,3,6
Ralstonia,Bacteria,Proteobacteria,Betaproteobacteria,6.76618,-,-,-,11
Ralstonia mannitolilytica,Bacteria,Proteobacteria,Betaproteobacteria,5.0723,2,-,1,2
Ralstonia phage 1 NP-2014,Viruses,ssDNA viruses,Inoviridae,0.00846,1,-,-,1
Ralstonia phage PE226,Viruses,ssDNA viruses,Inoviridae,0.005475,1,-,-,1
Ralstonia phage RS603,Viruses,ssDNA viruses,Inoviridae,0.007679,1,-,-,1
Ralstonia phage RSA1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.03876,1,-,-,1
Ralstonia phage RSB1,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.043079,1,-,-,1
Ralstonia phage RSB2,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.040411,1,-,-,1
Ralstonia phage RSB3,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.044578,1,-,-,1
Ralstonia phage RSK1,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.040471,1,-,-,1
Ralstonia phage RSL1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.231255,1,-,-,1
Ralstonia phage RSM1,Viruses,ssDNA viruses,Inoviridae,0.009004,1,-,-,1
Ralstonia phage RSM3,Viruses,ssDNA viruses,Inoviridae,0.008929,1,-,-,1
Ralstonia phage RSS0,Viruses,ssDNA viruses,Inoviridae,0.007288,1,-,-,1
Ralstonia phage RSS1,Viruses,ssDNA viruses,Inoviridae,0.006662,1,-,-,1
Ralstonia phage RSS20,Viruses,ssDNA viruses,Inoviridae,0.007219,1,-,-,1
Ralstonia phage RSS30,Viruses,ssDNA viruses,Inoviridae,0.008576,1,-,-,1
Ralstonia phage RSY1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.040002,1,-,-,1
Ralstonia phage p12J,Viruses,ssDNA viruses,Inoviridae,0.007118,1,-,-,1
Ralstonia pickettii,Bacteria,Proteobacteria,Betaproteobacteria,8.12585,3,-,3,7
Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,6.17614,1,-,2,33
Ramie mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005446,2,-,-,1
Ramlibacter tataouinensis,Bacteria,Proteobacteria,Betaproteobacteria,4.07019,1,-,-,1
Rangifer tarandus papillomavirus 2,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007267,1,-,-,1
Ranid herpesvirus 1,Viruses,"dsDNA viruses, no RNA stage",Alloherpesviridae,0.220859,1,-,-,1
Ranid herpesvirus 2,Viruses,"dsDNA viruses, no RNA stage",Alloherpesviridae,0.231801,1,-,-,1
Raoultella ornithinolytica,Bacteria,Proteobacteria,Gammaproteobacteria,6.09446,1,-,-,7
Raoultella planticola,Bacteria,Proteobacteria,Gammaproteobacteria,5.82373,-,-,2,4
Raoultella terrigena,Bacteria,Proteobacteria,Gammaproteobacteria,5.7172,-,-,-,1
Raphanus raphanistrum,Eukaryota,Plants,Land Plants,253.834,-,-,-,1
Raphanus sativus,Eukaryota,Plants,Land Plants,426.202,-,1,-,3
Raphanus sativus cryptic virus 1,Viruses,dsRNA viruses,Partitiviridae,0.003657,2,-,-,1
Raphanus sativus cryptic virus 2,Viruses,dsRNA viruses,Partitiviridae,0.004723,3,-,-,1
Raphanus sativus cryptic virus 3,Viruses,dsRNA viruses,Partitiviridae,0.00319,2,-,-,1
Raphidiopsis brookii,Bacteria,Cyanobacteria,Nostocales,3.18651,-,-,-,1
Raptor siadenovirus A,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.026284,1,-,-,1
Rasamsonia emersonii,Eukaryota,Fungi,Ascomycetes,28.2488,-,-,-,1
Raspberry bushy dwarf virus,Viruses,ssRNA viruses,unclassified,0.00768,2,-,-,1
Raspberry latent virus,Viruses,dsRNA viruses,Reoviridae,0.026128,10,-,-,1
Raspberry leaf mottle virus,Viruses,ssRNA viruses,Closteroviridae,0.017481,1,-,-,1
Raspberry ringspot virus,Viruses,ssRNA viruses,Secoviridae,0.011849,2,-,-,1
Rat cytomegalovirus ALL-03,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.197958,1,-,-,1
Rat stool-associated circular ssDNA virus,Viruses,ssDNA viruses,Circoviridae,0.00253,1,-,-,1
Rathayibacter toxicus,Bacteria,Actinobacteria,Actinobacteria,2.32829,1,-,-,3
Rattail cactus necrosis-associated virus,Viruses,ssRNA viruses,Virgaviridae,0.006506,1,-,-,1
Rattus norvegicus,Eukaryota,Animals,Mammals,2870.18,22,1,-,7
Rattus norvegicus polyomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.005318,1,-,-,1
Raven circovirus,Viruses,ssDNA viruses,Circoviridae,0.001898,1,-,-,1
Razdan virus,Viruses,ssRNA viruses,Bunyaviridae,0.01147,3,-,-,1
Red clover cryptic virus 1,Viruses,dsRNA viruses,Partitiviridae,0.003646,2,-,-,1
Red clover cryptic virus 2,Viruses,dsRNA viruses,Partitiviridae,0.004783,2,-,-,1
Red clover mottle virus,Viruses,ssRNA viruses,Secoviridae,0.009576,2,-,-,1
Red clover necrotic mosaic virus,Viruses,ssRNA viruses,Tombusviridae,0.005338,2,-,-,1
Red clover vein mosaic virus,Viruses,ssRNA viruses,Betaflexiviridae,0.008604,1,-,-,1
Redspotted grouper nervous necrosis virus,Viruses,ssRNA viruses,Nodaviridae,0.004539,2,-,-,1
Rehmannia mosaic virus,Viruses,ssRNA viruses,Virgaviridae,0.006395,1,-,-,1
Reinekea blandensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.52676,-,-,-,1
Renibacterium salmoninarum,Bacteria,Actinobacteria,Actinobacteria,3.15525,1,-,-,1
Reptile bornavirus 1,Viruses,ssRNA viruses,Bornaviridae,0.008884,1,-,-,1
Respiratory syncytial virus,Viruses,ssRNA viruses,Paramyxoviridae,0.015191,1,-,-,1
Reston ebolavirus,Viruses,ssRNA viruses,Filoviridae,0.018891,1,-,-,1
Reticuloendotheliosis virus,Viruses,Retro-transcribing viruses,Retroviridae,0.008295,1,-,-,1
Reticulomyxa filosa,Eukaryota,Protists,Other Protists,101.867,-,-,-,1
Reyranella massiliensis,Bacteria,Proteobacteria,Alphaproteobacteria,5.79226,-,-,-,1
Rhabditophanes,Eukaryota,Animals,Roundworms,-,-,-,-,-
Rhamphochromis esox,Eukaryota,Animals,Fishes,71.2951,-,1,-,1
Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,4.52349,-,-,-,3
Rheinheimera baltica,Bacteria,Proteobacteria,Gammaproteobacteria,4.35177,-,-,-,1
Rheinheimera nanhaiensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.9872,-,-,-,1
Rheinheimera perlucida,Bacteria,Proteobacteria,Gammaproteobacteria,4.00042,-,-,-,1
Rheinheimera texasensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.58644,-,-,-,1
Rhesus adenovirus 51,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.035079,1,-,-,1
Rhesus adenovirus 52,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.034391,1,-,-,1
Rhesus adenovirus 53,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.034475,1,-,-,1
Rhinocladiella mackenziei,Eukaryota,Fungi,Ascomycetes,32.4744,-,-,-,1
Rhinolophus bat coronavirus HKU2,Viruses,ssRNA viruses,Coronaviridae,0.027165,1,-,-,1
Rhinolophus ferrumequinum,Eukaryota,Animals,Mammals,1926.44,-,1,-,1
Rhinopithecus roxellana,Eukaryota,Animals,Mammals,2899.55,-,1,-,1
Rhinovirus A,Viruses,ssRNA viruses,Picornaviridae,0.007152,1,-,-,1
Rhinovirus C,Viruses,ssRNA viruses,Picornaviridae,0.007099,1,-,-,1
Rhipicephalus microplus,Eukaryota,Animals,Other Animals,144.692,-,1,-,1
Rhizobacter,Bacteria,Proteobacteria,Betaproteobacteria,1.05799,-,-,-,2
Rhizobiales bacterium HL-109,Bacteria,Proteobacteria,Alphaproteobacteria,3.79655,-,-,-,1
Rhizobiales bacterium JGI 0001002-O7,Bacteria,Proteobacteria,Alphaproteobacteria,0.67278,-,-,-,1
Rhizobiales bacterium JGI 0001003-E12,Bacteria,Proteobacteria,Alphaproteobacteria,0.223414,-,-,-,1
Rhizobiales bacterium JGI 001012-O08,Bacteria,Proteobacteria,Alphaproteobacteria,0.81083,-,-,-,1
Rhizobiales bacterium YIM 77505,Bacteria,Proteobacteria,Alphaproteobacteria,4.1913,-,-,-,1
Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,7.45709,2,-,4,51
Rhizobium alamii,Bacteria,Proteobacteria,Alphaproteobacteria,7.39566,-,-,-,2
Rhizobium etli,Bacteria,Proteobacteria,Alphaproteobacteria,7.05741,1,-,6,10
Rhizobium freirei,Bacteria,Proteobacteria,Alphaproteobacteria,7.08387,-,-,2,1
Rhizobium gallicum,Bacteria,Proteobacteria,Alphaproteobacteria,7.31119,1,-,3,2
Rhizobium giardinii,Bacteria,Proteobacteria,Alphaproteobacteria,6.81013,-,-,-,1
Rhizobium grahamii,Bacteria,Proteobacteria,Alphaproteobacteria,7.14604,-,-,-,1
Rhizobium leguminosarum,Bacteria,Proteobacteria,Alphaproteobacteria,8.72961,1,-,6,33
Rhizobium leucaenae,Bacteria,Proteobacteria,Alphaproteobacteria,6.67973,-,-,-,1
Rhizobium lupini,Bacteria,Proteobacteria,Alphaproteobacteria,5.27224,-,-,-,1
Rhizobium mesoamericanum,Bacteria,Proteobacteria,Alphaproteobacteria,6.92791,-,-,-,2
Rhizobium mongolense,Bacteria,Proteobacteria,Alphaproteobacteria,7.16635,-,-,-,1
Rhizobium nepotum,Bacteria,Proteobacteria,Alphaproteobacteria,5.32887,-,-,-,1
Rhizobium phage 16-3,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.060195,1,-,-,1
Rhizobium phage RHE,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.053721,1,-,-,1
Rhizobium phage RR1-A,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.053102,1,-,-,1
Rhizobium phage RR1-B,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.037378,1,-,-,1
Rhizobium phage vB_RglS_P106B,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.056024,1,-,-,1
Rhizobium phage vB_RleM_P10VF,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.156446,1,-,-,1
Rhizobium phage vB_RleM_PPF1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.054506,1,-,-,1
Rhizobium phage vB_RleS_L338C,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.109558,1,-,-,1
Rhizobium phaseoli,Bacteria,Proteobacteria,Alphaproteobacteria,6.73257,-,-,1,1
Rhizobium selenitireducens,Bacteria,Proteobacteria,Alphaproteobacteria,4.97669,-,-,-,1
Rhizobium sullae,Bacteria,Proteobacteria,Alphaproteobacteria,7.53082,-,-,-,1
Rhizobium tropici,Bacteria,Proteobacteria,Alphaproteobacteria,8.05499,1,-,3,5
Rhizobium undicola,Bacteria,Proteobacteria,Alphaproteobacteria,4.13386,-,-,-,1
Rhizobium vignae,Bacteria,Proteobacteria,Alphaproteobacteria,6.34305,-,-,-,1
Rhizoctonia cerealis endornavirus 1,Viruses,dsRNA viruses,Endornaviridae,0.017486,1,-,-,1
Rhizoctonia fumigata mycovirus,Viruses,unclassified viruses,unclassified,0.004001,2,-,-,1
Rhizoctonia solani,Eukaryota,Fungi,Basidiomycetes,56.0285,-,1,1,7
Rhizoctonia solani AG-1 IA,Eukaryota,Fungi,Basidiomycetes,36.9381,-,-,-,1
Rhizoctonia solani RNA virus HN008,Viruses,unclassified viruses,unclassified,0.007596,1,-,-,1
Rhizoctonia solani dsRNA virus 2,Viruses,dsRNA viruses,Partitiviridae,0.00383,2,-,-,1
Rhizoctonia solani virus 717,Viruses,dsRNA viruses,Partitiviridae,0.004569,2,-,-,1
Rhizomucor miehei,Eukaryota,Fungi,Other Fungi,27.4423,-,-,-,1
Rhizomucor variabilis,Eukaryota,Fungi,Other Fungi,33.0375,-,-,-,1
Rhizophagus irregularis,Eukaryota,Fungi,Other Fungi,140.696,-,1,-,8
Rhizopus delemar,Eukaryota,Fungi,Other Fungi,46.1489,-,-,-,4
Rhizopus microsporus,Eukaryota,Fungi,Other Fungi,75.1334,-,-,-,4
Rhizopus oryzae,Eukaryota,Fungi,Other Fungi,47.5346,-,1,-,8
Rhizopus stolonifer,Eukaryota,Fungi,Other Fungi,38.026,-,-,-,1
Rhizosolenia setigera RNA virus 01,Viruses,ssRNA viruses,unclassified,0.008877,1,-,-,1
Rhodanobacter,Bacteria,Proteobacteria,Gammaproteobacteria,4.23976,-,-,-,4
Rhodanobacter denitrificans,Bacteria,Proteobacteria,Gammaproteobacteria,4.22549,1,-,-,2
Rhodanobacter fulvus,Bacteria,Proteobacteria,Gammaproteobacteria,3.8796,-,-,-,1
Rhodanobacter spathiphylli,Bacteria,Proteobacteria,Gammaproteobacteria,3.91058,-,-,-,1
Rhodanobacter thiooxydans,Bacteria,Proteobacteria,Gammaproteobacteria,4.0939,-,-,-,1
Rhodnius prolixus,Eukaryota,Animals,Insects,706.824,-,-,-,1
Rhodobacter,Bacteria,Proteobacteria,Alphaproteobacteria,4.67577,-,-,-,3
Rhodobacter capsulatus,Bacteria,Proteobacteria,Alphaproteobacteria,3.87192,1,-,1,7
Rhodobacter phage RC1,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.039573,1,-,-,1
Rhodobacter phage RcapMu,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.039283,1,-,-,1
Rhodobacter phage RcapNL,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.040489,1,-,-,1
Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,4.71114,2,-,5,7
Rhodobacteraceae bacterium ASP10-04a,Bacteria,Proteobacteria,Alphaproteobacteria,2.80637,-,-,-,1
Rhodobacteraceae bacterium HIMB11,Bacteria,Proteobacteria,Alphaproteobacteria,3.09875,-,-,-,1
Rhodobacteraceae bacterium HL-91,Bacteria,Proteobacteria,Alphaproteobacteria,3.04439,-,-,-,1
Rhodobacteraceae bacterium HLUCCA08,Bacteria,Proteobacteria,Alphaproteobacteria,3.69854,-,-,-,1
Rhodobacteraceae bacterium HLUCCA09,Bacteria,Proteobacteria,Alphaproteobacteria,4.13111,-,-,-,1
Rhodobacteraceae bacterium HLUCCA12,Bacteria,Proteobacteria,Alphaproteobacteria,3.72551,-,-,-,1
Rhodobacteraceae bacterium HLUCCA24,Bacteria,Proteobacteria,Alphaproteobacteria,0.405252,-,-,-,1
Rhodobacteraceae bacterium HLUCCO07,Bacteria,Proteobacteria,Alphaproteobacteria,3.42688,-,-,-,1
Rhodobacteraceae bacterium HLUCCO18,Bacteria,Proteobacteria,Alphaproteobacteria,3.68459,-,-,-,1
Rhodobacteraceae bacterium HTCC2083,Bacteria,Proteobacteria,Alphaproteobacteria,4.01842,-,-,-,1
Rhodobacteraceae bacterium HTCC2150,Bacteria,Proteobacteria,Alphaproteobacteria,3.5829,-,-,-,1
Rhodobacteraceae bacterium KLH11,Bacteria,Proteobacteria,Alphaproteobacteria,4.4875,-,-,-,1
Rhodobacteraceae bacterium PD-2,Bacteria,Proteobacteria,Alphaproteobacteria,5.23234,-,-,-,1
Rhodobacterales bacterium HTCC2255,Bacteria,Proteobacteria,Alphaproteobacteria,2.2968,-,-,-,1
Rhodobacterales bacterium Y4I,Bacteria,Proteobacteria,Alphaproteobacteria,4.34424,-,-,-,1
Rhodococcus,Bacteria,Actinobacteria,Actinobacteria,9.18108,1,-,2,29
Rhodococcus aetherivorans,Bacteria,Actinobacteria,Actinobacteria,5.92275,1,-,1,1
Rhodococcus baikonurensis,Bacteria,Actinobacteria,Actinobacteria,6.81749,-,-,-,1
Rhodococcus defluvii,Bacteria,Actinobacteria,Actinobacteria,5.13434,-,-,-,1
Rhodococcus equi,Bacteria,Actinobacteria,Actinobacteria,5.25906,1,-,5,3
Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinobacteria,7.22958,1,-,3,14
Rhodococcus fascians,Bacteria,Actinobacteria,Actinobacteria,6.23884,-,-,1,22
Rhodococcus imtechensis,Bacteria,Actinobacteria,Actinobacteria,8.23134,-,-,-,2
Rhodococcus jostii,Bacteria,Actinobacteria,Actinobacteria,9.70274,1,-,3,2
Rhodococcus koreensis,Bacteria,Actinobacteria,Actinobacteria,8.29186,-,-,-,1
Rhodococcus opacus,Bacteria,Actinobacteria,Actinobacteria,10.1181,1,-,9,6
Rhodococcus phage E3,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.142563,1,-,-,1
Rhodococcus phage REQ1,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.051342,1,-,-,1
Rhodococcus phage REQ2,Viruses,unclassified phages,unclassified,0.04933,1,-,-,1
Rhodococcus phage REQ3,Viruses,unclassified phages,unclassified,0.039474,1,-,-,1
Rhodococcus phage RER2,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.046586,1,-,-,1
Rhodococcus phage RGL3,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.048072,1,-,-,1
Rhodococcus phage RRH1,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.01427,1,-,-,1
Rhodococcus phage ReqiDocB7,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.075772,1,-,-,1
Rhodococcus phage ReqiPepy6,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.076797,1,-,-,1
Rhodococcus phage ReqiPine5,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.059231,1,-,-,1
Rhodococcus phage ReqiPoco6,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.078064,1,-,-,1
Rhodococcus phenolicus,Bacteria,Actinobacteria,Actinobacteria,4.94196,-,-,-,1
Rhodococcus pyridinivorans,Bacteria,Actinobacteria,Actinobacteria,5.59051,1,-,2,3
Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinobacteria,7.43081,-,-,-,3
Rhodococcus rhodnii,Bacteria,Actinobacteria,Actinobacteria,12.4183,-,-,-,2
Rhodococcus rhodochrous,Bacteria,Actinobacteria,Actinobacteria,6.86723,-,-,1,6
Rhodococcus ruber,Bacteria,Actinobacteria,Actinobacteria,6.1269,-,-,-,4
Rhodococcus triatomae,Bacteria,Actinobacteria,Actinobacteria,5.82435,-,-,-,1
Rhodococcus wratislaviensis,Bacteria,Actinobacteria,Actinobacteria,10.4033,-,-,-,2
Rhodococcus zopfii,Bacteria,Actinobacteria,Actinobacteria,4.21803,-,-,-,1
Rhodocyclaceae bacterium PG1-Ca6,Bacteria,Proteobacteria,Betaproteobacteria,2.93461,1,-,-,1
Rhodocyclaceae bacterium Paddy-1,Bacteria,Proteobacteria,Betaproteobacteria,3.55404,-,-,-,1
Rhododendron virus A,Viruses,dsRNA viruses,Amalgaviridae,0.003427,1,-,-,1
Rhodoferax ferrireducens,Bacteria,Proteobacteria,Betaproteobacteria,4.96978,1,-,1,1
Rhodoferax saidenbachensis ED16,Bacteria,Proteobacteria,Betaproteobacteria,4.24939,-,-,-,1
Rhodoluna lacicola,Bacteria,Actinobacteria,Actinobacteria,1.43043,1,-,-,1
Rhodomicrobium udaipurense,Bacteria,Proteobacteria,Alphaproteobacteria,3.63111,-,-,-,1
Rhodomicrobium vannielii,Bacteria,Proteobacteria,Alphaproteobacteria,4.01447,1,-,-,1
Rhodonellum psychrophilum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.1937,-,-,-,2
Rhodopirellula,Bacteria,Planctomycetes,Planctomycetia,8.77707,-,-,-,2
Rhodopirellula baltica,Bacteria,Planctomycetes,Planctomycetia,7.48893,1,-,-,4
Rhodopirellula europaea,Bacteria,Planctomycetes,Planctomycetia,7.44619,-,-,-,2
Rhodopirellula maiorica,Bacteria,Planctomycetes,Planctomycetia,8.87408,-,-,-,1
Rhodopirellula sallentina,Bacteria,Planctomycetes,Planctomycetia,8.18669,-,-,-,1
Rhodopseudomonas,Bacteria,Proteobacteria,Alphaproteobacteria,6.16103,-,-,-,2
Rhodopseudomonas palustris,Bacteria,Proteobacteria,Alphaproteobacteria,6.12396,1,-,1,10
Rhodospirillaceae bacterium BRH_c57,Bacteria,Proteobacteria,Alphaproteobacteria,3.91188,-,-,-,1
Rhodospirillales bacterium URHD0088,Bacteria,Proteobacteria,Alphaproteobacteria,6.64688,-,-,-,1
Rhodospirillum,Bacteria,Proteobacteria,Alphaproteobacteria,1.8836,-,-,-,1
Rhodospirillum centenum,Bacteria,Proteobacteria,Alphaproteobacteria,4.35554,1,-,-,1
Rhodospirillum rubrum,Bacteria,Proteobacteria,Alphaproteobacteria,4.40656,1,-,1,2
Rhodosporidium toruloides,Eukaryota,Fungi,Basidiomycetes,20.8105,-,-,-,5
Rhodothermus marinus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.38674,1,-,2,4
Rhodothermus phage RM378,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.129908,1,-,-,1
Rhodotorula glutinis,Eukaryota,Fungi,Basidiomycetes,20.4789,-,-,-,1
Rhodotorula mucilaginosa,Eukaryota,Fungi,Basidiomycetes,19.9818,-,-,-,1
Rhodovibrio salinarum,Bacteria,Proteobacteria,Alphaproteobacteria,4.17652,-,-,-,1
Rhodovulum,Bacteria,Proteobacteria,Alphaproteobacteria,4.83143,-,-,-,2
Rhodovulum phage RS1,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.040231,1,-,-,1
Rhodovulum sulfidophilum,Bacteria,Proteobacteria,Alphaproteobacteria,4.3463,1,-,2,1
Rhopalosiphum padi virus,Viruses,ssRNA viruses,Dicistroviridae,0.010011,1,-,-,1
Rhynchosia golden mosaic Yucatan virus,Viruses,ssDNA viruses,Geminiviridae,0.005139,2,-,-,1
Rhynchosia golden mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005155,2,-,-,1
Rhynchosia mild mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005162,2,-,-,1
Rhynchosia yellow mosaic India virus,Viruses,ssDNA viruses,Geminiviridae,0.005406,2,-,-,1
Rhytidhysteron rufulum,Eukaryota,Fungi,Ascomycetes,39.8568,-,-,-,1
Ribgrass mosaic virus,Viruses,ssRNA viruses,Virgaviridae,0.006311,1,-,-,1
Rice black streaked dwarf virus,Viruses,dsRNA viruses,Reoviridae,0.029141,10,-,-,1
Rice dwarf virus,Viruses,dsRNA viruses,Reoviridae,0.024839,12,-,-,1
Rice gall dwarf virus,Viruses,dsRNA viruses,Reoviridae,0.025709,12,-,-,1
Rice grassy stunt virus,Viruses,ssRNA viruses,unclassified,0.025142,6,-,-,1
Rice ragged stunt virus,Viruses,dsRNA viruses,Reoviridae,0.026164,10,-,-,1
Rice stripe virus,Viruses,ssRNA viruses,unclassified,0.017145,4,-,-,1
Rice tungro bacilliform virus,Viruses,Retro-transcribing viruses,Caulimoviridae,0.008002,1,-,-,1
Rice tungro spherical virus,Viruses,ssRNA viruses,Secoviridae,0.012226,1,-,-,1
Rice yellow mottle virus,Viruses,ssRNA viruses,unclassified,0.004449,1,-,-,1
Rice yellow mottle virus satellite,Viruses,Satellites,unclassified,0.00022,1,-,-,1
Rice yellow stunt virus,Viruses,ssRNA viruses,Rhabdoviridae,0.014042,1,-,-,1
Richelia intracellularis,Bacteria,Cyanobacteria,Nostocales,5.48838,-,-,-,3
Ricinus communis,Eukaryota,Plants,Land Plants,350.622,-,1,-,1
Rickettsia,Bacteria,Proteobacteria,Alphaproteobacteria,1.24058,-,-,-,1
Rickettsia aeschlimannii,Bacteria,Proteobacteria,Alphaproteobacteria,1.3122,-,-,-,1
Rickettsia africae,Bacteria,Proteobacteria,Alphaproteobacteria,1.29092,1,-,1,1
Rickettsia akari,Bacteria,Proteobacteria,Alphaproteobacteria,1.23106,1,-,-,1
Rickettsia argasii,Bacteria,Proteobacteria,Alphaproteobacteria,1.43788,-,-,-,1
Rickettsia australis,Bacteria,Proteobacteria,Alphaproteobacteria,1.32328,1,-,1,2
Rickettsia bellii,Bacteria,Proteobacteria,Alphaproteobacteria,1.61807,1,-,-,4
Rickettsia buchneri,Bacteria,Proteobacteria,Alphaproteobacteria,1.65769,-,-,-,1
Rickettsia canadensis,Bacteria,Proteobacteria,Alphaproteobacteria,1.15977,1,-,-,2
